season,rank,team,conference,elo,wins,losses,games_played,win_pct,record,best_win_team,best_win_elo,sos,conf_champ,updated_at,resume_score,pr
2019,191,Morgan St,FCS,557.2,0,3,3,0,0-3,NA,NA,1224.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,192,New Hampshire,FCS,548.5,0,3,3,0,0-3,NA,NA,1121.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,193,Stony Brook,FCS,541.8,0,3,3,0,0-3,NA,NA,1255.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,194,Rhode Island,FCS,539.8,0,3,3,0,0-3,NA,NA,1236.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,195,North Alabama,FCS,539.4,0,2,2,0,0-2,NA,NA,1023.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,196,Missouri St,FCS,534.1,1,8,9,0.111,1-8,W Illinois,468.5,1136.8,NA,2026-07-30T09:57:28Z,0,142.8
2019,197,Incarnate Word,FCS,514,0,3,3,0,0-3,NA,NA,979.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,198,The Citadel,FCS,510.8,1,0,1,1,1-0,Georgia Tech,1297.7,1297.7,NA,2026-07-30T09:57:28Z,0,510.8
2019,199,Chattanooga,FCS,497.7,0,3,3,0,0-3,NA,NA,1322.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,200,W Illinois,FCS,468.5,0,3,3,0,0-3,NA,NA,1234.3,NA,2026-07-30T09:57:28Z,NA,NA
2019,201,NORTH,FCS,362.1,1,0,1,1,1-0,SOUTH,12.9,12.9,NA,2026-07-30T09:57:28Z,0,362.1
2019,202,Wofford,FCS,185.4,0,1,1,0,0-1,NA,NA,1267.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,203,C Connecticut,FCS,183.7,0,1,1,0,0-1,NA,NA,1325.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,204,Samford,FCS,182.8,0,1,1,0,0-1,NA,NA,2066.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,205,Reinhardt,FCS,182.3,0,1,1,0,0-1,NA,NA,1267.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,206,Presbyterian,FCS,182,0,1,1,0,0-1,NA,NA,1267.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,207,Southern,FCS,181.4,0,1,1,0,0-1,NA,NA,2154.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,208,Penn,FCS,181.1,0,1,1,0,0-1,NA,NA,660.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,209,Robert Morris,FCS,180.8,0,1,1,0,0-1,NA,NA,1563.8,NA,2026-07-30T09:57:28Z,NA,NA
2019,210,AR-Pine Bluff,FCS,180.4,0,1,1,0,0-1,NA,NA,1607.3,NA,2026-07-30T09:57:28Z,NA,NA
2019,211,E Illinois,FCS,180.4,0,1,1,0,0-1,NA,NA,1689.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,212,PV A&M,FCS,180.4,0,1,1,0,0-1,NA,NA,1508.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,213,Colgate,FCS,180.3,0,1,1,0,0-1,NA,NA,1945.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,214,Alcorn St,FCS,180.2,0,1,1,0,0-1,NA,NA,1384.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,215,Butler,FCS,180.1,0,1,1,0,0-1,NA,NA,1979.6,NA,2026-07-30T09:57:28Z,NA,NA
2019,216,Lamar,FCS,179.8,0,1,1,0,0-1,NA,NA,1924.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,217,Mercer,FCS,179.7,0,1,1,0,0-1,NA,NA,1654,NA,2026-07-30T09:57:28Z,NA,NA
2019,218,Bucknell,FCS,179.6,0,1,1,0,0-1,NA,NA,1492.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,219,Florida A&M,FCS,179.6,0,1,1,0,0-1,NA,NA,1905,NA,2026-07-30T09:57:28Z,NA,NA
2019,220,Fordham,FCS,179.5,0,1,1,0,0-1,NA,NA,1403,NA,2026-07-30T09:57:28Z,NA,NA
2019,221,Texas Southern,FCS,179.4,0,1,1,0,0-1,NA,NA,1817.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,222,Point,FCS,178.9,0,1,1,0,0-1,NA,NA,1267.9,NA,2026-07-30T09:57:28Z,NA,NA
2019,223,NC A&T,FCS,178.4,0,1,1,0,0-1,NA,NA,1345.3,NA,2026-07-30T09:57:28Z,NA,NA
2019,224,Southern Utah,FCS,178.2,0,1,1,0,0-1,NA,NA,1159.5,NA,2026-07-30T09:57:28Z,NA,NA
2019,225,Howard,FCS,178,0,1,1,0,0-1,NA,NA,1448.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,226,Charleston So,FCS,177.4,0,1,1,0,0-1,NA,NA,1383.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,227,Bethune,FCS,177.3,0,1,1,0,0-1,NA,NA,1374.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,228,S Oregon,FCS,176.8,0,1,1,0,0-1,NA,NA,1122.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,229,SC State,FCS,176.8,0,1,1,0,0-1,NA,NA,1253.7,NA,2026-07-30T09:57:28Z,NA,NA
2019,230,Jackson St,FCS,176.3,0,1,1,0,0-1,NA,NA,1032.2,NA,2026-07-30T09:57:28Z,NA,NA
2019,231,OK Panhandle St,FCS,172.6,0,1,1,0,0-1,NA,NA,1010.4,NA,2026-07-30T09:57:28Z,NA,NA
2019,232,Delaware St,FCS,158,0,1,1,0,0-1,NA,NA,660.1,NA,2026-07-30T09:57:28Z,NA,NA
2019,233,SOUTH,FCS,12.9,0,1,1,0,0-1,NA,NA,362.1,NA,2026-07-30T09:57:28Z,NA,NA
